Field ID,Description,Category,Unnamed: 3
23471,Lactate,NMR metabolomics,
26048,Lactose,Estimated food nutrients yesterday,
26100,Lamb,Total weight by food group yesterday,
20311,Lateral centre-edge angle,"Bone size, mineral and density by DXA",
31075,Left atrial biplanar max volume,Cardiac and aortic function #2,
31076,Left atrial biplaner min volume,Cardiac and aortic function #2,
31071,Left atrium max volume - 2 channel,Cardiac and aortic function #2,
31073,Left atrium max volume - 4 channel,Cardiac and aortic function #2,
31072,Left atrium min volume - 2 channel,Cardiac and aortic function #2,
31074,Left atrium min volume - 4 channel,Cardiac and aortic function #2,
21081,Left kidney volume,Abdominal organ composition,
31060,Left ventricular ejection fraction,Cardiac and aortic function #2,
31061,Left ventricular end diastolic volume,Cardiac and aortic function #2,
31062,Left ventricular end systolic volume,Cardiac and aortic function #2,
31063,Left ventricular mass,Cardiac and aortic function #2,
31064,Left ventricular stroke volume,Cardiac and aortic function #2,
23320,Leg BMC (bone mineral content) (left),"Bone size, mineral and density by DXA",
23228,Leg BMC (bone mineral content) (right),"Bone size, mineral and density by DXA",
23227,Leg BMD (bone mineral density) (left),"Bone size, mineral and density by DXA",
23229,Leg BMD (bone mineral density) (right),"Bone size, mineral and density by DXA",
23315,Leg bone area (left),"Bone size, mineral and density by DXA",
23316,Leg bone area (right),"Bone size, mineral and density by DXA",
23116,Leg fat mass (left),Body composition by impedance,
23112,Leg fat mass (right),Body composition by impedance,
23115,Leg fat percentage (left),Body composition by impedance,
23111,Leg fat percentage (right),Body composition by impedance,
23117,Leg fat-free mass (left),Body composition by impedance,
23113,Leg fat-free mass (right),Body composition by impedance,
23118,Leg predicted mass (left),Body composition by impedance,
23114,Leg predicted mass (right),Body composition by impedance,
23268,Leg tissue fat percentage (left),Body composition by DXA,
23272,Leg tissue fat percentage (right),Body composition by DXA,
23269,Leg total mass (left),Body composition by DXA,
23273,Leg total mass (right),Body composition by DXA,
23230,Legs BMC (bone mineral content),"Bone size, mineral and density by DXA",
23231,Legs BMD (bone mineral density),"Bone size, mineral and density by DXA",
23318,Legs combined bone area,"Bone size, mineral and density by DXA",
23276,Legs tissue fat percentage,Body composition by DXA,
23277,Legs total mass,Body composition by DXA,
26101,Legumes and pulses,Total weight by food group yesterday,
23466,Leucine,NMR metabolomics,
40048,Light - Overall average,Derived accelerometry,
23449,Linoleic Acid,NMR metabolomics,
23456,Linoleic Acid to Total Fatty Acids percentage,NMR metabolomics,
30790,Lipoprotein A,Blood biochemistry,
21088,Liver PDFF (fat fraction),Abdominal organ composition,
21092,Liver PDFF (fat fraction) - gradient echo,Abdominal organ composition,
21089,Liver iron,Abdominal organ composition,
40060,Liver iron (Fe),Liver MRI,
21093,Liver iron (Fe) - gradient echo,Abdominal organ composition,
40062,Liver iron corrected T1 (ct1),Liver MRI,
21080,Liver volume,Abdominal organ composition,
26417,Living environment score (England),Indices of Multiple Deprivation,
26102,Low fat yogurt,Total weight by food group yesterday,
26126,Low/non sugar sugar-sweetened beverages,Total weight by food group yesterday,
21084,Lung volume,Abdominal organ composition,
30120,Lymphocyte count,Blood count,
30180,Lymphocyte percentage,Blood count,
22038,MET minutes per week for moderate activity,MET Scores,
22039,MET minutes per week for vigorous activity,MET Scores,
22037,MET minutes per week for walking,MET Scores,
27802,Macular thickness at the central subfield (left),Derived OCT measures,
27803,Macular thickness at the central subfield (right),Derived OCT measures,
27804,Macular thickness at the inner inferior subfield (left),Derived OCT measures,
27805,Macular thickness at the inner inferior subfield (right),Derived OCT measures,
27806,Macular thickness at the inner nasal subfield (left),Derived OCT measures,
27807,Macular thickness at the inner nasal subfield (right),Derived OCT measures,
27808,Macular thickness at the inner superior subfield (left),Derived OCT measures,
27809,Macular thickness at the inner superior subfield (right),Derived OCT measures,
27810,Macular thickness at the inner temporal subfield (left),Derived OCT measures,
27811,Macular thickness at the inner temporal subfield (right),Derived OCT measures,
27812,Macular thickness at the outer inferior subfield (left),Derived OCT measures,
27813,Macular thickness at the outer inferior subfield (right),Derived OCT measures,
27814,Macular thickness at the outer nasal subfield (left),Derived OCT measures,
27815,Macular thickness at the outer nasal subfield (right),Derived OCT measures,
27816,Macular thickness at the outer superior subfield (left),Derived OCT measures,
27817,Macular thickness at the outer superior subfield (right),Derived OCT measures,
27818,Macular thickness at the outer temporal subfield (left),Derived OCT measures,
27819,Macular thickness at the outer temporal subfield (right),Derived OCT measures,
26025,Magnesium,Estimated food nutrients yesterday,
100017,Magnesium,Estimated nutrients yesterday (obsolete),
31096,Main pulmonary artery,Cardiac and aortic function #2,
26049,Maltose,Estimated food nutrients yesterday,
26051,Manganese,Estimated food nutrients yesterday,
26120,Mashed potatoes,Total weight by food group yesterday,
22672,Maximum carotid IMT (intima-medial thickness) at 120 degrees,Carotid ultrasound,
22675,Maximum carotid IMT (intima-medial thickness) at 150 degrees,Carotid ultrasound,
22678,Maximum carotid IMT (intima-medial thickness) at 210 degrees,Carotid ultrasound,
22681,Maximum carotid IMT (intima-medial thickness) at 240 degrees,Carotid ultrasound,
24405,Mean ATT in Caudate (left),Arterial spin labelling brain MRI,
24404,Mean ATT in Caudate (right),Arterial spin labelling brain MRI,
24388,Mean ATT in Cerebellum in grey matter (left),Arterial spin labelling brain MRI,
24387,Mean ATT in Cerebellum in grey matter (right),Arterial spin labelling brain MRI,
24390,Mean ATT in Frontal Lobe in grey matter (left),Arterial spin labelling brain MRI,
24389,Mean ATT in Frontal Lobe in grey matter (right),Arterial spin labelling brain MRI,
24398,Mean ATT in Internal Carotid Artery vascular territory in grey matter (left),Arterial spin labelling brain MRI,
24397,Mean ATT in Internal Carotid Artery vascular territory in grey matter (right),Arterial spin labelling brain MRI,
24392,Mean ATT in Occipital Lobe in grey matter (left),Arterial spin labelling brain MRI,
24391,Mean ATT in Occipital Lobe in grey matter (right),Arterial spin labelling brain MRI,
24394,Mean ATT in Parietal Lobe in grey matter (left),Arterial spin labelling brain MRI,
24393,Mean ATT in Parietal Lobe in grey matter (right),Arterial spin labelling brain MRI,
24407,Mean ATT in Putamen (left),Arterial spin labelling brain MRI,
24406,Mean ATT in Putamen (right),Arterial spin labelling brain MRI,
24396,Mean ATT in Temporal Lobe in grey matter (left),Arterial spin labelling brain MRI,
24395,Mean ATT in Temporal Lobe in grey matter (right),Arterial spin labelling brain MRI,
24409,Mean ATT in Thalamus (left),Arterial spin labelling brain MRI,
24408,Mean ATT in Thalamus (right),Arterial spin labelling brain MRI,
24399,Mean ATT in VertebroBasilar Arteries vascular territories in grey matter,Arterial spin labelling brain MRI,
24402,Mean ATT in cerebrum in white matter (left),Arterial spin labelling brain MRI,
24403,Mean ATT in cerebrum in white matter (right),Arterial spin labelling brain MRI,
24401,Mean ATT in cerebrum in white matter and >50% cerebral partial volume,Arterial spin labelling brain MRI,
24386,Mean ATT in cortex in grey matter,Arterial spin labelling brain MRI,
24385,Mean ATT in whole brain in grey matter,Arterial spin labelling brain MRI,
24400,Mean ATT in whole brain in white matter,Arterial spin labelling brain MRI,
24380,Mean CBF in Caudate (left),Arterial spin labelling brain MRI,
24379,Mean CBF in Caudate (right),Arterial spin labelling brain MRI,
24363,Mean CBF in Cerebellum in grey matter (left),Arterial spin labelling brain MRI,
24362,Mean CBF in Cerebellum in grey matter (right),Arterial spin labelling brain MRI,
24365,Mean CBF in Frontal Lobe in grey matter (left),Arterial spin labelling brain MRI,
24364,Mean CBF in Frontal Lobe in grey matter (right),Arterial spin labelling brain MRI,
24373,Mean CBF in Internal Carotid Artery vascular territory in grey matter (left),Arterial spin labelling brain MRI,
24372,Mean CBF in Internal Carotid Artery vascular territory in grey matter (right),Arterial spin labelling brain MRI,
24367,Mean CBF in Occipital Lobe in grey matter (left),Arterial spin labelling brain MRI,
24366,Mean CBF in Occipital Lobe in grey matter (right),Arterial spin labelling brain MRI,
24369,Mean CBF in Parietal Lobe in grey matter (left),Arterial spin labelling brain MRI,
24368,Mean CBF in Parietal Lobe in grey matter (right),Arterial spin labelling brain MRI,
24382,Mean CBF in Putamen (left),Arterial spin labelling brain MRI,
24381,Mean CBF in Putamen (right),Arterial spin labelling brain MRI,
24371,Mean CBF in Temporal Lobe in grey matter (left),Arterial spin labelling brain MRI,
24370,Mean CBF in Temporal Lobe in grey matter (right),Arterial spin labelling brain MRI,
24384,Mean CBF in Thalamus (left),Arterial spin labelling brain MRI,
24383,Mean CBF in Thalamus (right),Arterial spin labelling brain MRI,
24374,Mean CBF in VertebroBasilar Arteries vascular territories in grey matter,Arterial spin labelling brain MRI,
24377,Mean CBF in cerebrum in white matter (left),Arterial spin labelling brain MRI,
24378,Mean CBF in cerebrum in white matter (right),Arterial spin labelling brain MRI,
24376,Mean CBF in cerebrum in white matter and >50% cerebral partial volume,Arterial spin labelling brain MRI,
24361,Mean CBF in cortex in grey matter,Arterial spin labelling brain MRI,
24360,Mean CBF in whole brain in grey matter,Arterial spin labelling brain MRI,
24375,Mean CBF in whole brain in white matter,Arterial spin labelling brain MRI,
25079,Mean FA in anterior corona radiata on FA skeleton (left),dMRI skeleton,
25078,Mean FA in anterior corona radiata on FA skeleton (right),dMRI skeleton,
25073,Mean FA in anterior limb of internal capsule on FA skeleton (left),dMRI skeleton,
25072,Mean FA in anterior limb of internal capsule on FA skeleton (right),dMRI skeleton,
25059,Mean FA in body of corpus callosum on FA skeleton,dMRI skeleton,
25071,Mean FA in cerebral peduncle on FA skeleton (left),dMRI skeleton,
25070,Mean FA in cerebral peduncle on FA skeleton (right),dMRI skeleton,
25091,Mean FA in cingulum cingulate gyrus on FA skeleton (left),dMRI skeleton,
25090,Mean FA in cingulum cingulate gyrus on FA skeleton (right),dMRI skeleton,
25093,Mean FA in cingulum hippocampus on FA skeleton (left),dMRI skeleton,
25092,Mean FA in cingulum hippocampus on FA skeleton (right),dMRI skeleton,
25063,Mean FA in corticospinal tract on FA skeleton (left),dMRI skeleton,
25062,Mean FA in corticospinal tract on FA skeleton (right),dMRI skeleton,
25089,Mean FA in external capsule on FA skeleton (left),dMRI skeleton,
25088,Mean FA in external capsule on FA skeleton (right),dMRI skeleton,
25095,Mean FA in fornix cres+stria terminalis on FA skeleton (left),dMRI skeleton,
25094,Mean FA in fornix cres+stria terminalis on FA skeleton (right),dMRI skeleton,
25061,Mean FA in fornix on FA skeleton,dMRI skeleton,
25058,Mean FA in genu of corpus callosum on FA skeleton,dMRI skeleton,
25067,Mean FA in inferior cerebellar peduncle on FA skeleton (left),dMRI skeleton,
25066,Mean FA in inferior cerebellar peduncle on FA skeleton (right),dMRI skeleton,
25065,Mean FA in medial lemniscus on FA skeleton (left),dMRI skeleton,
25064,Mean FA in medial lemniscus on FA skeleton (right),dMRI skeleton,
25056,Mean FA in middle cerebellar peduncle on FA skeleton,dMRI skeleton,
25057,Mean FA in pontine crossing tract on FA skeleton,dMRI skeleton,
25083,Mean FA in posterior corona radiata on FA skeleton (left),dMRI skeleton,
25082,Mean FA in posterior corona radiata on FA skeleton (right),dMRI skeleton,
25075,Mean FA in posterior limb of internal capsule on FA skeleton (left),dMRI skeleton,
25074,Mean FA in posterior limb of internal capsule on FA skeleton (right),dMRI skeleton,
25085,Mean FA in posterior thalamic radiation on FA skeleton (left),dMRI skeleton,
25084,Mean FA in posterior thalamic radiation on FA skeleton (right),dMRI skeleton,
25077,Mean FA in retrolenticular part of internal capsule on FA skeleton (left),dMRI skeleton,
25076,Mean FA in retrolenticular part of internal capsule on FA skeleton (right),dMRI skeleton,
25087,Mean FA in sagittal stratum on FA skeleton (left),dMRI skeleton,
25086,Mean FA in sagittal stratum on FA skeleton (right),dMRI skeleton,
25060,Mean FA in splenium of corpus callosum on FA skeleton,dMRI skeleton,
25069,Mean FA in superior cerebellar peduncle on FA skeleton (left),dMRI skeleton,
25068,Mean FA in superior cerebellar peduncle on FA skeleton (right),dMRI skeleton,
25081,Mean FA in superior corona radiata on FA skeleton (left),dMRI skeleton,
25080,Mean FA in superior corona radiata on FA skeleton (right),dMRI skeleton,
25099,Mean FA in superior fronto-occipital fasciculus on FA skeleton (left),dMRI skeleton,
